Subj,Antisaccade,AntisaccadeT,Stroop.control,Stroop.incongruent,Stroop,StroopPerf,StroopPerfT,x.l,x.m,x.n,x.s,SSRTshort,SSRTmed,SSRTlong,ToAvgS,ToAvgM,ToAvgL,SSRTavg,LetMem,LetMemT,LetMemHard,LetMemHardT,KeepTrack,KeepTrackT,SpatialBack,SpatialBackT,NumLet.0,NumLet.1,NumLett,NumLetPerf,ColShape.0,ColShape.1,ColShape,ColShapePerf,CatSwitch.0,CatSwitch.1,CatSwitch,CatSwitchPerf,SD1,SD2,SD3,SD4,FR1,FR2,FR3,FR4
171,0.7888889,0.9089988,866.1402,931.7991,-65.6588566,0.9666667,1.3118748,0.96875,0.96875,0.96875,0.9375,-929.16,-780.27,-605.27,NA,NA,NA,NA,0.76,0.8633131,0.8,0.9272952,0.8611111,1.0374511,0.8295455,0.9782932,877.3126,1062.2956,-184.98302,0.9607843,616.557,730.3853,-113.82822,0.9901961,724.9889,911.0844,-186.0955,0.9901961,0.8375,0.775,0.875,0.8,0.7125,0.75,0.7375,0.7125
78,0.9666667,1.3118748,845.1329,880.6105,-35.4775851,0.9833333,1.3879676,0.4375,0.0625,0.9930556,0,NA,-242.67,-210.01,NA,NA,-210.01,-210.01,0.4666667,0.4855181,0.5866667,0.6269366,0.8611111,1.0374511,0.9772727,1.3571897,888.8765,979.3926,-90.51605,1,873.7345,936.7741,-63.03951,0.9901961,903.0733,981.0298,-77.95652,1,0.725,0.8875,0.8625,0.9125,NA,NA,NA,NA
141,0.8777778,1.0712037,698.9354,727.5996,-28.6642429,1,1.5707963,0.6875,0.4375,0.9930556,0.03125,-448.3,-225.02,-199.07,NA,-225.02,-199.07,-212.045,0.7333333,0.823212,0.7866667,0.9053911,0.8888889,1.0949141,0.9545455,1.2681311,770.8583,999.1837,-228.3254,0.9803922,608.5989,751.2744,-142.67547,0.9901961,722.8561,862.3706,-139.51452,0.8235294,0.575,0.8125,0.8875,0.8375,0.625,0.65,0.575,0.6375
174,0.7333333,0.823212,750.6117,748.3077,2.3040314,0.9833333,1.3879676,0.90625,0.90625,0.9583333,0.1875,-461.34,-383.16,-208.16,-461.34,NA,NA,-461.34,0.7066667,0.7847759,0.8,0.9272952,0.8888889,1.0949141,0.9431818,1.2320795,868.4842,1249.6553,-381.1711,0.9019608,774.2731,1362.1968,-587.92362,0.9019608,737.3187,1075.2923,-337.9736,0.9313725,0.725,0.8375,0.8875,0.825,0.65,0.625,0.625,0.6625
14,0.9444444,1.2359002,911.4352,905.0747,6.3605448,0.925,1.1810356,0.5625,0.0625,0.9861111,0.03125,-579.44,-289.24,-283.78,NA,NA,-283.78,-283.78,0.8133333,0.9498587,0.9066667,1.135314,0.8888889,1.0949141,NA,NA,716.3787,799.94,-83.56132,0.9313725,1108.2082,1188.0743,-79.86612,0.8431373,874.0258,980.4075,-106.38169,0.9411765,0.7625,0.925,0.85,0.875,0.5,0.5375,0.525,0.5625
140,0.7444444,0.8397024,996.673,1096.1933,-99.5203333,0.9416667,1.2275487,0.96875,0.5625,0.9930556,0.125,-450.72,-257.46,-265.6,NA,-257.46,NA,-257.46,0.5733333,0.6105685,0.7333333,0.823212,0.8888889,1.0949141,0.875,1.0654358,832.3503,1216.7355,-384.38518,0.9019608,660.6047,906.2211,-245.61632,0.9313725,844.5218,998.338,-153.81621,0.9411765,0.75,0.925,0.8625,0.85,0.675,0.675,0.725,0.675
188,0.8,0.9272952,755.0898,730.2817,24.8080872,0.9833333,1.3879676,0.4375,0.1875,0.9409722,0.09375,-451.34,-201.12,-160.14,NA,-201.12,-160.14,NA,0.92,1.1680805,0.9733333,1.3393399,0.8888889,1.0949141,0.9204545,1.1692419,887.2722,923.4878,-36.21558,0.9705882,930.507,1005.1874,-74.68047,0.9803922,845.3395,993.8802,-148.5407,0.9509804,0.825,0.925,0.8625,0.875,0.6,0.6625,0.6125,0.6875
69,0.6444444,0.7002965,820.3008,834.9279,-14.6271024,0.95,1.2532359,0.96875,0.53125,1,0.125,-440.35,-265.88,-495.17,NA,-265.88,NA,-265.88,0.6666667,0.7297277,0.68,0.7477626,0.8888889,1.0949141,0.9659091,1.3089323,653.3214,1115.423,-462.10163,0.9607843,658.2084,1059.3423,-401.13389,0.8823529,662.2493,768.8553,-106.60596,0.9803922,0.825,0.825,0.9375,0.825,0.6625,0.6375,0.675,0.6125
143,0.8333333,0.9851108,885.4327,881.1091,4.3236014,0.9833333,1.3879676,0.5,0.125,0.9965278,0,NA,-279.61,-263.37,NA,NA,-263.37,-263.37,0.8133333,0.9498587,0.8533333,1.0223457,0.8888889,1.0949141,0.9659091,1.3089323,826.0211,1061.85,-235.82891,1,672.3267,949.1421,-276.81538,0.9607843,791.3721,1057.9771,-266.60505,0.9803922,0.575,0.8625,0.825,0.8625,0.6125,0.6875,0.65,0.825
142,0.9333333,1.2035883,673.8317,681.5647,-7.7330387,0.9833333,1.3879676,0.4375,0.09375,0.9444444,0.03125,-528.23,-334.56,-264.67,NA,NA,-264.67,-264.67,0.8,0.9272952,0.9333333,1.2035883,0.8888889,1.0949141,0.9318182,1.1993908,592.3016,743.8664,-151.5648,0.9901961,497.82,634.3317,-136.51167,0.9901961,634.4357,701.9538,-67.51813,0.9803922,0.8375,0.8375,0.8625,0.8375,0.7875,0.8375,0.85,0.9375
